#,What is your Artist name? ,Have you heard of botted playlists and fake streams before? ,Are you aware of how botted playlists and fake streams can affect your career?,Were you aware that several agencies use botted playlists and pay for fake streams for their artists?,Did you know that when you use botted playlists or fake streams you are at risk of having your music removed from Spotify?,Do you know about algorithmic playlists such as 'Discover Weekly' and 'Release Radar'?,Did you know that Liberty Music PR does not work with botted / fake playlists?,Did you know that Liberty Music PR only uses organic playlists and is a trusted agency when it comes to playlisting services? ,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags,Ending
voc95l0yimijxlna38voc95qfo8jh8e7,Matt Jinn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-26 17:10:09,,2024-04-26 17:10:36,da1d1f388c,,
2sczl99z2st6yzr5o2sc6kyq2vkgd3bu,Nolan Lewis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-26 15:12:15,,2024-04-26 15:12:39,59b42fe0e7,,
ng6r3v5z2xmdgbeaic5ng6r3v6iy49tn,Roni Kaspi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-26 13:03:35,,2024-04-26 13:04:00,d3e4cbe839,,
zwmj9fgdgtoya7bkxubzwmj9fgdqzow4,The Numb Project,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-26 04:52:14,,2024-04-26 04:52:46,338f9bc6bf,,
xkv3qdjku7spo7t25b7xkv349z2ln1un,DMGD,Yes,No,Yes,No,Yes,Yes,Yes,completed,2024-04-25 23:28:49,,2024-04-25 23:29:23,f1a013f72a,,
r0bmplh5r59cnuwqb9qrqcr0bmplh546,Dominik Monz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-25 20:41:57,,2024-04-25 20:43:18,17c676e7e7,,
hfwmwdfttywhrhgve6hhfwbayyte8rer,Douglas A. Benson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-24 19:05:20,,2024-04-24 19:05:50,9a4659d124,,
k3jwuocrgj88yzlyepouvbxnhk3jwuoc,Zeeteah Massiah,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-24 18:57:50,,2024-04-24 18:58:30,31d56c84f1,,
2cj7b7n5vdw3dl6g2cfhxf9i8357h389,Douglas A. Benson,Yes,Yes,No,No,Yes,No,Yes,completed,2024-04-24 17:43:53,,2024-04-24 17:45:13,9a4659d124,,
jnnzipfylavjv9ttwh489jnnzipj1a3t,The Gods They Made,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-24 15:38:52,,2024-04-24 15:39:32,e37f7444c9,,
arfqmpsirnqsl1be7p5arfqm2tnfncm2,Lucy Dreams,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-24 14:42:17,,2024-04-24 14:42:55,ba124d813a,,
8qj2u3i37qvx2gyya8qj2u3qzchcjpla,Emma Rae,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-23 19:58:31,,2024-04-23 19:58:54,3a54742235,,
zcfxa4n8fj1j6jpbzcfxaf50jfokv539,Dtown Outliers,Yes,Yes,Yes,Yes,Yes,Yes,,completed,2024-04-23 15:07:23,,2024-04-23 15:07:54,ac03eef25f,,
udh9j36mwgbkz75tp5jcudh9j3a2qe9w,Hannah Johnson,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-04-23 01:10:00,,2024-04-23 01:11:39,bbc98e0944,,
htgoaej6t7v2ge592yhtgoajusp3cce0,Jess Stewart,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-04-22 17:57:37,,2024-04-22 17:58:14,d29ec8834c,,
xokqi847gkty04gaybd2xokqi8b4cc8s,Elephants From Neptune,No,No,No,No,Yes,Yes,Yes,completed,2024-04-22 12:35:26,,2024-04-22 12:36:06,daff9beea1,,
677ptk0uj2q6qi2d83677ptk0kut5rvu,Andrea Strappelli,Yes,,Yes,Yes,Yes,Yes,Yes,completed,2024-04-22 11:54:02,,2024-04-22 11:54:57,c15fdf846c,,
jcm8t6bnygt0eeh7iaojcm8tf3bklg1r,Andrea Strappelli,No,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-22 11:52:10,,2024-04-22 11:53:50,c15fdf846c,,
g6px0gh8wtw4r3brzg6pxzrnna0hvj47,,,,,,,,,completed,2024-04-21 22:18:31,,2024-04-21 22:18:38,be2b4369b0,,
zztnzluvg4ijm90wvp0fzztnzl7ep168,Sterling Spence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-21 18:56:20,,2024-04-21 18:56:57,be2b4369b0,,
gmmghdt9i7qs3cawybw8cgmmghd4qu67,Esancy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-21 15:15:46,,2024-04-21 15:16:35,7da7d76a3f,,
5sazxdfjccqqtapx5saz71p4v7p05l3u,JAÏNDA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-20 15:15:17,,2024-04-20 15:15:53,33b4033722,,
0y1p6w23xxmnhbg4swja0y1p6wey9zxn,JAÏNDA,No,No,No,No,No,No,No,completed,2024-04-20 15:13:41,,2024-04-20 15:15:04,33b4033722,,
uhomyhg2is94x4ik3iuho184yv96aseu,The Good Neighbors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-20 04:14:03,,2024-04-20 04:14:29,ec9ef064f9,,
dkoo0x9jgmd8uog13padkoonpjfuaj7n,The Good Neighbors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-19 17:04:50,,2024-04-19 17:05:23,ec9ef064f9,,
2fxgtiblqs49f29q2fl5s6rqmiezg3ta,The Gods They Made,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-19 13:41:28,,2024-04-19 13:42:07,0628207cca,,
xbr3aq3qrfk0zd2h5xbr3ddvdgai0ae8,Fyah T,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-04-19 13:20:13,,2024-04-19 13:33:40,e27f8ce3c0,,
ys2uaoladlu0b7wkj9jys2uaolaxturs,Fyah T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-19 13:18:31,,2024-04-19 13:19:44,e27f8ce3c0,,
cu6rjlkbxtwtjju8hk5cu6rjlhbtqaid,JS aka The Best,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-19 11:44:32,,2024-04-19 11:44:55,98caa408df,,
s4zd1a9i1oviradvl6xfyos4zd1a9a9o,The Gods They Made,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2024-04-19 09:57:01,,2024-04-19 09:57:57,0628207cca,,
2wrfk0ei9jmgqbpv90mj3ub2wrfk0eij,art2o,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-18 16:01:02,,2024-04-18 16:02:22,680c02561b,,
6w18zd78lzrh3ti9y86w18zdbr7hfdpz,Leoné Murphy,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-04-17 12:13:40,,2024-04-17 12:14:23,4c77a0d6d4,,
8ttx1sciwd95lf8lx8ttx138shl9k08w,Emy Zaluzna,No,No,No,No,Yes,Yes,Yes,completed,2024-04-17 06:27:00,,2024-04-17 06:27:43,51c7e22ffb,,
o7sn9wawnj8a8ij1o7skw4ts4bbhzs9p,Charlie Blasberg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-17 04:43:16,,2024-04-17 04:44:07,ae765c6c01,,
vsvpjp3hee5bdt88ypavsvpj12brp37i,Yester Daze,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-16 01:51:13,,2024-04-16 01:51:34,f1ec75346c,,
rqt6gygdgvzg54rqt6gubl4k0mkv9tz8,grizzly feeder,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-15 22:22:24,,2024-04-15 22:23:09,e29d4c0afc,,
xvegngxq3qeoh3e8xvegs6zbiebzfozm,Colm Warren,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-15 20:36:59,,2024-04-15 20:37:36,bc38a61ba2,,
jd8fc998im4hkyztp6jd8zp9oo7608dv,2AM Ricky,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-04-15 13:20:17,,2024-04-15 13:20:48,6e0b847f43,,
uvoct13cgijh5719emj06auvoctlhpl0,Anjali Aurora,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-15 04:16:22,,2024-04-15 04:16:59,e7a0e512be,,
qoohhmgabierdgly0qoohwbenw1o4czh,Serious Child,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-13 13:52:22,,2024-04-13 13:52:49,ce2b4ccf53,,
3whb7e4uwx8lsx5mboo9e3whb7ebs8i6,Josh Newell-Brown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-12 13:55:55,,2024-04-12 13:57:05,178b48d5be,,
rztdr895n6aj1lrztdr83opjck8rw780,Angael,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-12 09:14:27,,2024-04-12 09:15:09,322a0cc9d8,,
6udftrcam8g38azqa410j6udftrgw081,Konata Small x Disciple Theory,No,Yes,No,Yes,Yes,Yes,Yes,completed,2024-04-12 01:03:29,,2024-04-12 01:04:07,1385663392,,
2tmsunf7kxz4uph2tmszb32pcpuku9z8,Coffee & Cream,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-11 19:56:43,,2024-04-11 19:57:23,0fdf5cfe5a,,
g37gmdbokssct975ctk7zg37gmzhz0wn,The Rooks,Yes,Yes,Yes,Yes,Yes,No,Yes,completed,2024-04-11 18:13:42,,2024-04-11 18:14:12,5071dc6626,,
2nyy2cibkuxwdd2nyypyez9sjz7t8mtd,Machu Linea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-11 17:34:30,,2024-04-11 17:35:11,9736a1b007,,
39l464voplrrucie7nz3a39l461513gx,$ack$tarJ,Yes,No,Yes,No,Yes,Yes,Yes,completed,2024-04-11 14:28:50,,2024-04-11 14:30:06,c94b645c9f,,
0rzi2jw7d2302u0vjf0gxznuy0rzi2jw,Whitefield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-10 23:38:28,,2024-04-10 23:40:18,5935ecc3f7,,
7s33jt73hbo7sl4w3e96l6w3abdaou6l,Notice,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-10 16:49:10,,2024-04-10 16:49:52,e81ed7b32c,,
zwfflsnligrn6b0q7o1vzwfflsgvr3kn,King fed,Yes,Yes,Yes,,Yes,Yes,Yes,completed,2024-04-10 14:10:36,,2024-04-10 14:11:06,638e5b2ceb,,
xvpqrrn9wvx3le1qo2q9dxvpqsgmlybu,JJH Potter,No,No,No,No,Yes,Yes,Yes,completed,2024-04-09 09:43:14,,2024-04-09 09:44:21,021a4d44f4,,
mxhksrxjrr6zqzhmxhkd8qcrral70asx,Isabella Amarga,Yes,Yes,No,No,Yes,Yes,Yes,completed,2024-04-09 03:48:42,,2024-04-09 03:49:36,0e0dc5fac4,,
x9zxk845pfh4qnix9zxkbi7e3ti66wov,Daundry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-08 19:52:11,,2024-04-08 19:52:30,4a966591a7,,
mqpppns22vb92yirmqpa2hrvmrta9qgh,JJH Potter,No,No,No,No,Yes,Yes,Yes,completed,2024-04-08 18:17:55,,2024-04-08 18:18:34,021a4d44f4,,
089hadkhguafjqp089hpshw6wvfauj5s,JJH Potter,No,No,No,No,Yes,No,No,completed,2024-04-08 18:15:13,,2024-04-08 18:17:41,021a4d44f4,,
66m4hk0bo71h5ey7n66m4rg4pv4872l4,Daundry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-07 23:46:13,,2024-04-07 23:46:56,3c14f37c69,,
dvtl54hguwu1ur0ydvten0xcxv3tgos7,Headless,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-06 21:23:00,,2024-04-06 21:24:07,b211e045dd,,
y4bexquulcxq4p3qwxjy4bex5hmct36s,Yester Daze,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-06 16:47:44,,2024-04-06 16:48:10,f1ec75346c,,
c57x6ij43ldxh4ka03mgxdwc57x6ij22,Cousin Vinny,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-05 18:50:48,,2024-04-05 18:51:13,f3f785f0d2,,
hkwd4v31ut0qwhojhkwdn898ip0wrqnh,M’One,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-05 15:12:26,,2024-04-05 15:13:05,11f0da758a,,
grpqrbwme6kywkah54b7grpqrb3b917r,King Fed,Yes,Yes,Yes,Yes,,Yes,,completed,2024-04-05 14:57:15,,2024-04-05 14:57:35,e1c0bf2c32,,
0hjdp25cogakhf930c0hjd6az7l01e1f,Lia Elise,No,No,No,No,No,Yes,Yes,completed,2024-04-05 14:15:05,,2024-04-05 14:16:07,a37e149a8e,,
psdvd5jsxgd7xritpsdvdxsfyz546714,X Revolution,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-05 10:16:25,,2024-04-05 10:16:56,fe0be054c9,,
sy153k98pevjftpy2ap3sy153k7oedeb,Danny G Felix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-05 03:55:12,,2024-04-05 03:56:33,18c267699d,,
qby0hfin644si5vkqby0qw71ysxhebbz,The Mags,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-04 21:10:29,,2024-04-04 21:11:28,f55fe3a80b,,
s705oonjz9wj6s0x6cs705lyz3sgdujq,Bailezzey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-04 15:21:32,,2024-04-04 15:22:07,72d5d542aa,,
466b95yjbbqzfxo466b95g57qgtelwoo,Falky,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-03 20:50:31,,2024-04-03 20:50:53,2714e88b23,,
e7wy2lvsv15takqc7qrpcf9e7wy2q3ti,THE BAREFOOT BANDIT,Yes,No,No,No,Yes,Yes,Yes,completed,2024-04-03 17:03:36,,2024-04-03 17:04:26,9a52f23068,,
mdlnwyduzlwxd39pmdl5oy2nxxbk4irh,JJ Sterry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-03 13:17:56,,2024-04-03 13:18:23,73ca11afa1,,
ia7z2e9keuzwtnanbia7z2euvtrzd6kv,Amelie Aldner,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2024-04-03 12:27:31,,2024-04-03 12:28:17,02c13f2e4c,,
imvu9o8qt5oexrimvuf7f13fj0n5u46g,Kailaya,Yes,Yes,Yes,Yes,Yes,,Yes,completed,2024-04-03 05:45:28,,2024-04-03 05:45:59,f6d481f6a1,,
1761u4qwt7dr1w3yl3irt1761ggnuxss,>STREAMER_,Yes,Yes,Yes,No,No,Yes,Yes,completed,2024-04-02 13:48:38,,2024-04-02 13:49:53,dc32c5b19e,,
7z0ejnkzxkkgu8ca57z0ejsmwxmjapwn,Drew A. Will,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-02 11:17:51,,2024-04-02 11:18:49,5b702a30e5,,
y4qvjm8vbgiykiy4qvjyemfcsqs9wqyf,Humble Francis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-01 20:45:13,,2024-04-01 20:46:43,8a3410ccf2,,
6l3ckpgqnakp96h6l3cnuwaiv8dkzm4g,Stella.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-01 16:25:59,,2024-04-01 16:26:17,30ce7bf5cc,,
7f0r5d7xlyys622fql7f0r5d74x6vu49,Jéermain,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-04-01 16:13:49,,2024-04-01 16:14:34,e6f0fc1bf0,,
1tj6dwihcleh1t0vo4e1tj6dw4xxlac9,Ciara Lawless,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-31 22:06:20,,2024-03-31 22:06:40,71430aeb78,,
p3a8phxyk3s17b8ngpp3a8cjdoblm4ir,Ciara Lawless,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-31 22:05:11,,2024-03-31 22:05:45,71430aeb78,,
u91edpe7i3re4hxa8gu91edperf944zj,Ciara Lawless,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-03-31 22:01:37,,2024-03-31 22:02:13,71430aeb78,,
9c0xtc3d3uczfrq3nwhvjd9c0xtcrekf,26 Hold’n,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-29 19:52:40,,2024-03-29 19:53:35,e1e407069d,,
c6eutkd5tr02mpbsmov6c6eutkdwmwcp,Paul Estro,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-29 19:34:50,,2024-03-29 19:35:24,360064cb73,,
8dlzy1g3smui6odo88dlzt8bp4uve72r,ROJS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-29 18:34:10,,2024-03-29 18:35:50,39dfc8025b,,
sxq0uo3llw8wezn41ysxq0uo3l73mcq7,Roy Lucian Baza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-28 02:41:35,,2024-03-28 02:42:09,a6d2d29111,,
x43i0efbaqazkkibugx43i0edbpx8nxm,Hannah Lou Woods,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-28 00:58:29,,2024-03-28 00:59:04,869969ec22,,
5pem3i5qa6jead6r3jh5pei9n0q2jo3j,The Rooks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 19:39:42,,2024-03-27 19:40:11,5071dc6626,,
r5e17h877u13jhritd3sexr5e17h8nuj,The Rooks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 19:38:51,,2024-03-27 19:39:25,5071dc6626,,
lek0xyllzf6r9pbi12hlek0xy9kve92h,First Principle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 19:02:35,,2024-03-27 19:03:23,78e587f654,,
ytd7z61x37a0sesojytd7z1d9s1yfd94,Maldee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 18:31:58,,2024-03-27 18:32:51,d76125ae2a,,
qbybtglvjpdnjj6pqbybtx39ry35bg8i,Spike Sullivan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 18:31:21,,2024-03-27 18:31:47,ba4da4cca4,,
ns33kj6qn71eke4psyns33kjyxfmg3yx,Afterz,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-27 17:00:49,,2024-03-27 17:01:22,b1a0a24d93,,
pnobfg85gw055rjpnobla3jc4xh1zsvh,Kino$hi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 11:52:20,,2024-03-27 11:52:53,0cc1a39adf,,
ynr7997akdx26ntyu2ynr794bj5lrhvm,Gorus,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-27 02:24:55,,2024-03-27 02:27:52,ecbbcb8a27,,
ww83srtm0s353mu0ww83m5rwbs896swr,Rich Flair,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-26 16:56:01,,2024-03-26 16:56:37,cdadb12d18,,
8vz28vnga1o2y8vz2pchw78uteliqdyr,Police Dog Hogan,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2024-03-26 13:12:13,,2024-03-26 13:12:57,bd1ca476dd,,
w6si795e98wsg615u9an3cpjyzsg615u,"Magali, a Cult",Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-25 19:36:55,,2024-03-25 19:37:36,1441311c44,,
ay0jrpchbstas7kuay0jrnma6m57nmdq,jacuzzi jefferson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-25 19:25:51,,2024-03-25 19:26:22,e42cda0a4f,,
l4t4hs8opp85gqnr2l4t4hsc3p4t63t5,ODO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-25 09:03:58,,2024-03-25 09:04:23,91b795e308,,
5omjcr4kqdsc8rsot25omj7qaix3emk9,Verse Vicer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-24 12:59:57,,2024-03-24 13:00:24,fcf979bee4,,
qvolmvoz5pekehvnq6qvolhy8yhx3g1d,Jon Le Vert,Yes,,Yes,Yes,Yes,Yes,No,completed,2024-03-23 02:12:55,,2024-03-23 02:14:51,a811cf3f08,,
82hp1a513b82b082h0222bn3lga8t2bn,Rich Flair,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-22 20:01:13,,2024-03-22 20:02:02,8d6ac5ff20,,
svnpzj2obj8ux211svnc2z9myz71s7rr,Daria Mirea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-22 17:18:45,,2024-03-22 17:20:15,5ea6084396,,
3ylh1xjm9bkh5483ylhcwpg9o63yu44f,Ginko Bugs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-20 21:22:30,,2024-03-20 21:24:09,c5a0dd36aa,,
8jzat4i72z92kbqd2prmufr48jzat4iz,Brett Benowitz,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-19 15:41:34,,2024-03-19 15:42:08,97b37ade6f,,
5pkfpl22fxr5ss8g95pkfwoa67tyv49m,Alen Hit,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-19 08:02:12,,2024-03-19 08:03:41,af56a89f71,,
t0dahch2q61guxmx70j7bt0davdfaug8,John Korbel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-18 23:37:55,,2024-03-18 23:38:39,39aa909835,,
o3ifuacymr6gattxxo3if4aocra5uvc8,The Venerable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-17 04:06:46,,2024-03-17 04:07:18,48e85bfc69,,
cwch1hkdlrf4b368u9f8vcwcf9d7555i,Nola Mann,Yes,Yes,No,Yes,No,Yes,Yes,completed,2024-03-15 23:57:38,,2024-03-15 23:58:09,7318af1ac7,,
clc8gjnw7kep2cl0iyelbgiki3thr748,Nola Mann,No,Yes,No,Yes,No,Yes,Yes,completed,2024-03-15 23:56:35,,2024-03-15 23:57:32,7318af1ac7,,
jxzl2fkty61o7qmkzn71icr8jxzl2fht,Indira Ellis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-15 13:44:17,,2024-03-17 23:49:29,85fc3be30c,,
uarb0cupkqvalk8aiuar3htdsjpxjc7g,,,,,,,,,completed,2024-03-15 03:05:42,,2024-03-15 03:05:50,27a065bfc4,,
wlz2d4kej9l8jsc88g0rqxywlz2d4k2q,Jessenia Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-15 02:39:23,,2024-03-15 02:39:49,b5bcf6f1da,,
rv0arafbxsnczkcrv0arafbq18d6f9bu,Hoodie Rob Uzumaki,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-14 23:55:15,,2024-03-14 23:55:48,869e07f69e,,
r3wq8vgp27ibednz0r3wqld5asr2in7b,julian roy,No,No,No,No,Yes,Yes,Yes,completed,2024-03-14 05:25:10,,2024-03-14 05:25:53,e8e780808c,,
dcqde48bbmu5c3edcqde02pfxjdpuk4p,Parker Kay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-13 17:05:20,,2024-03-13 17:05:44,491e76e142,,
y41jz6uavjo3t4s3uy41asenowfhv2cf,sponj,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-13 14:47:20,,2024-03-13 14:48:06,9c3543e6bc,,
7vvx9evwr6ypsn15o7vvljnik87atd9p,Sis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-12 20:29:46,,2024-03-12 20:30:11,e0701bcf5d,,
gzgzlr9rxftirdvfsp048gzgzlr935vp,Ky Bailey,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2024-03-12 01:25:15,,2024-03-12 01:25:43,ab8e6e0c0b,,
3vcj9oskgpuqqpv6688dw3vcj9orjza8,Ky Bailey,Yes,No,No,Yes,Yes,Yes,Yes,completed,2024-03-12 01:23:05,,2024-03-12 01:25:02,ab8e6e0c0b,,
l1o6uh0hpz4thmwhk2l1o6omcb4bvf19,Arsn,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-11 22:13:36,,2024-03-11 22:14:40,610278019d,,
063kucv6qia79063kuxf2lmdrct1nuy0,"Juicy Lemon Club, Juancito",Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-10 15:07:25,,2024-03-10 15:08:26,a84d724fc4,,
201rv5dwtqo3e21if201rv57mak8l25q,Kit Major,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-09 06:40:57,,2024-03-09 06:41:31,815be0ab58,,
0aj8bq0qhyi4huntjecw60aj8bq08lya,Zel?,Yes,,No,Yes,Yes,Yes,,completed,2024-03-08 21:57:53,,2024-03-08 21:58:20,e902b3e853,,
hjqm120v6nex7rchjqm16nap1u7xqx2r,noah elliott,No,No,No,No,Yes,Yes,Yes,completed,2024-03-08 09:57:23,,2024-03-08 09:57:59,6faab0f091,,
pibd2gturubiwupibd2voney2rljaicb,Alan J,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2024-03-08 09:13:42,,2024-03-08 09:14:35,625061e4ff,,
3uv41js6dy5oxkc3ic363uvhj8dmijnb,King Fed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-08 03:53:06,,2024-03-08 03:54:45,5bbd7db4ff,,
psti7ulg7o5pc0g545ipsti76gqma7yv,Yester Daze,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-08 01:43:07,,2024-03-08 01:44:13,f1ec75346c,,
vauzm3lbdt0ds5mpovauknhugfjrc6s4,Hoodie Rob Uzumaki,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-08 00:10:20,,2024-03-08 00:10:55,f6d80fb0d7,,
qgb7qc03rx68oxzgyvhqgb7q78pl838h,Mariel Max,No,No,No,No,Yes,No,Yes,completed,2024-03-07 16:33:28,,2024-03-07 16:34:19,4823721273,,
n0osi85587zzzdpjysn0osiymjyuwq3v,ena b.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-07 15:19:49,,2024-03-07 15:20:23,f0668b2549,,
bazke4qyqsxveln82o2kbazkepklkprt,Vimbai-Rose,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-03-07 11:40:17,,2024-03-07 11:40:56,646c4d8d47,,
dp5og105i40n5vllrwlbdpg0n2c5ydeo,Sarcoline,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-06 10:40:54,,2024-03-06 10:41:53,0ffea3a113,,
4lu8zjtmtka9fkhcf4lu8zeutgql23fv,Catlea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-05 02:58:56,,2024-03-05 02:59:35,aab98878fb,,
l2pxo2pbu1wof8h4kirtl2pxo2p1ssho,Nova Rose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-04 17:47:35,,2024-03-04 17:48:00,757fae733c,,
oaw6yiber3z7w7hboaw6y9vxqi7v5jg5,Q.B.E.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-04 13:15:37,,2024-03-04 13:16:34,9735185a57,,
xukt2065xlsehm7pav6xukt2zedqaqyd,Lu.Ci,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-03-02 14:49:44,,2024-03-02 14:51:01,520b429cd3,,
